jp,1.0.16.0/20
jp,1.0.64.0/18
jp,1.1.64.0/18
jp,1.5.0.0/16
jp,1.21.0.0/17
jp,1.21.128.0/18
jp,1.21.192.0/19
jp,1.33.0.0/16
jp,1.66.0.0/15
jp,1.72.0.0/13
jp,1.112.0.0/14
jp,14.0.8.0/22
jp,14.1.4.0/22
jp,14.1.8.0/21
jp,14.3.0.0/16
jp,14.8.0.0/13
jp,14.101.0.0/16
jp,14.102.132.0/22
jp,14.102.192.0/19
jp,14.128.0.0/22
jp,14.128.16.0/20
jp,14.128.64.0/18
jp,14.132.0.0/15
jp,14.137.224.0/19
jp,14.192.32.0/20
jp,14.192.96.0/19
jp,14.193.0.0/16
jp,23.81.40.0/21
jp,23.106.224.0/21
jp,23.129.12.0/24
jp,23.130.44.0/24
jp,23.137.68.0/24
jp,23.137.116.0/24
jp,23.176.40.0/24
jp,23.187.72.0/24
jp,23.232.128.0/17
jp,24.41.112.0/20
jp,24.53.192.0/19
jp,27.0.0.0/22
jp,27.0.16.0/20
jp,27.0.32.0/20
jp,27.34.128.0/19
jp,27.34.160.0/20
jp,27.34.192.0/19
jp,27.50.96.0/19
jp,27.54.96.0/20
jp,27.54.112.0/22
jp,27.54.124.0/22
jp,27.80.0.0/12
jp,27.96.0.0/20
jp,27.96.16.0/21
jp,27.96.32.0/19
jp,27.96.68.0/22
jp,27.96.72.0/21
jp,27.96.80.0/22
jp,27.98.0.0/17
jp,27.98.128.0/18
jp,27.100.8.0/22
jp,27.100.28.0/22
jp,27.100.32.0/22
jp,27.100.48.0/20
jp,27.106.208.0/21
jp,27.106.224.0/19
jp,27.109.96.0/21
jp,27.109.120.0/22
jp,27.110.0.0/18
jp,27.110.64.0/21
jp,27.110.96.0/20
jp,27.110.112.0/21
jp,27.111.76.0/22
jp,27.111.128.0/19
jp,27.112.104.0/21
jp,27.112.124.0/22
jp,27.113.192.0/19
jp,27.113.224.0/20
jp,27.113.248.0/22
jp,27.114.0.0/17
jp,27.116.0.0/20
jp,27.116.24.0/21
jp,27.118.0.0/20
jp,27.120.64.0/18
jp,27.120.128.0/17
jp,27.121.0.0/18
jp,27.121.92.0/22
jp,27.121.128.0/17
jp,27.122.4.0/22
jp,27.122.8.0/22
jp,27.122.32.0/20
jp,27.122.48.0/21
jp,27.122.64.0/19
jp,27.122.96.0/20
jp,27.123.8.0/21
jp,27.123.208.0/22
jp,27.123.236.0/22
jp,27.125.204.0/22
jp,27.126.64.0/18
jp,27.126.128.0/20
jp,27.126.160.0/20
jp,27.127.0.0/17
jp,27.127.128.0/18
jp,27.127.240.0/20
jp,27.131.8.0/22
jp,27.131.16.0/20
jp,27.131.192.0/20
jp,27.131.224.0/20
jp,27.131.240.0/21
jp,27.132.0.0/14
jp,27.136.0.0/13
jp,27.147.64.0/18
jp,27.228.0.0/14
jp,27.253.128.0/17
jp,36.2.0.0/19
jp,36.2.48.0/20
jp,36.2.64.0/19
jp,36.2.96.0/20
jp,36.2.144.0/20
jp,36.2.160.0/19
jp,36.2.192.0/19
jp,36.2.240.0/20
jp,36.3.0.0/18
jp,36.3.64.0/20
jp,36.3.96.0/19
jp,36.3.128.0/19
jp,36.3.192.0/18
jp,36.8.0.0/13
jp,36.50.48.0/23
jp,36.50.252.0/24
jp,36.52.0.0/14
jp,36.240.0.0/13
jp,36.255.36.0/22
jp,36.255.120.0/22
jp,36.255.160.0/22
jp,36.255.216.0/22
jp,36.255.236.0/22
jp,39.2.0.0/15
jp,39.110.0.0/15
jp,42.83.0.0/18
jp,42.99.128.0/17
jp,42.123.32.0/22
jp,42.124.0.0/14
jp,42.144.0.0/13
jp,42.187.124.0/22
jp,43.222.0.0/15
jp,43.224.32.0/22
jp,43.224.140.0/22
jp,43.228.174.0/24
jp,43.229.16.0/23
jp,43.229.32.0/22
jp,43.229.240.0/21
jp,43.230.52.0/22
jp,43.231.188.0/22
jp,43.231.216.0/22
jp,43.231.244.0/22
jp,43.232.0.0/14
jp,43.239.104.0/22
jp,43.239.248.0/24
jp,43.244.0.0/16
jp,43.246.128.0/22
jp,43.246.192.0/21
jp,43.246.244.0/22
jp,43.247.72.0/22
jp,43.247.168.0/22
jp,43.248.40.0/22
jp,43.248.160.0/22
jp,43.248.216.0/22
jp,43.249.44.0/22
jp,43.249.92.0/22
jp,43.249.240.0/21
jp,43.250.88.0/22
jp,43.250.196.0/22
jp,43.251.184.0/22
jp,43.252.240.0/22
jp,43.253.0.0/16
jp,43.255.40.0/22
jp,45.75.0.0/17
jp,45.113.4.0/22
jp,45.113.116.0/22
jp,45.113.172.0/22
jp,45.114.16.0/22
jp,45.114.112.0/22
jp,45.114.184.0/22
jp,45.115.32.0/22
jp,45.116.72.0/22
jp,45.116.92.0/22
jp,45.116.132.0/22
jp,45.116.224.0/22
jp,45.117.16.0/22
jp,45.117.140.0/22
jp,45.118.40.0/22
jp,45.119.164.0/22
jp,45.119.204.0/22
jp,45.120.132.0/22
jp,45.121.148.0/22
jp,45.121.184.0/22
jp,45.122.224.0/22
jp,45.124.60.0/22
jp,45.124.136.0/22
jp,45.124.204.0/22
jp,45.124.216.0/21
jp,45.125.188.0/22
jp,45.125.240.0/22
jp,45.126.156.0/22
jp,45.127.28.0/22
jp,45.135.160.0/22
jp,45.143.0.0/22
jp,45.148.172.0/22
jp,45.251.67.0/24
jp,45.251.132.0/22
jp,49.0.16.0/21
jp,49.50.6.0/23
jp,49.96.0.0/12
jp,49.128.16.0/20
jp,49.128.96.0/21
jp,49.128.128.0/19
jp,49.129.0.0/16
jp,49.132.0.0/14
jp,49.143.240.0/21
jp,49.156.4.0/22
jp,49.156.8.0/21
jp,49.156.160.0/19
jp,49.156.192.0/18
jp,49.212.0.0/16
jp,49.236.224.0/20
jp,49.238.0.0/19
jp,49.239.64.0/18
jp,49.240.0.0/14
jp,49.250.0.0/15
jp,49.252.0.0/15
jp,58.1.0.0/17
jp,58.3.0.0/16
jp,58.4.0.0/15
jp,58.12.0.0/15
jp,58.65.32.0/19
jp,58.70.0.0/16
jp,58.80.0.0/15
jp,58.84.240.0/20
jp,58.85.0.0/16
jp,58.87.16.0/20
jp,58.87.128.0/17
jp,58.88.0.0/13
jp,58.98.0.0/16
jp,58.112.0.0/15
jp,58.138.0.0/17
jp,58.138.128.0/18
jp,58.145.160.0/21
jp,58.145.176.0/21
jp,58.145.192.0/19
jp,58.145.224.0/23
jp,58.145.228.0/24
jp,58.145.234.0/24
jp,58.145.240.0/20
jp,58.146.0.0/18
jp,58.146.64.0/19
jp,58.147.160.0/21
jp,58.147.192.0/18
jp,58.156.0.0/14
jp,58.183.0.0/16
jp,58.188.0.0/14
jp,59.84.0.0/15
jp,59.86.0.0/17
jp,59.86.128.0/19
jp,59.87.0.0/16
jp,59.106.0.0/16
jp,59.128.0.0/12
jp,59.146.0.0/15
jp,59.153.40.0/22
jp,59.153.140.0/22
jp,59.153.204.0/22
jp,59.156.0.0/14
jp,59.166.0.0/16
jp,59.168.0.0/14
jp,59.190.0.0/16
jp,59.191.128.0/18
jp,60.32.0.0/12
jp,60.56.0.0/14
jp,60.60.0.0/15
jp,60.62.0.0/16
jp,60.64.0.0/10
jp,60.128.0.0/11
jp,60.192.0.0/15
jp,60.236.0.0/14
jp,60.254.192.0/18
jp,61.4.128.0/19
jp,61.4.160.0/20
jp,61.5.224.0/19
jp,61.7.0.0/17
jp,61.8.32.0/19
jp,61.8.80.0/20
jp,61.11.128.0/18
jp,61.11.192.0/20
jp,61.12.128.0/17
jp,61.14.128.0/18
jp,61.21.0.0/16
jp,61.22.0.0/15
jp,61.24.0.0/14
jp,61.44.0.0/16
jp,61.45.0.0/17
jp,61.45.192.0/19
jp,61.45.240.0/21
jp,61.46.0.0/16
jp,61.47.0.0/24
jp,61.47.3.0/24
jp,61.47.4.0/23
jp,61.47.15.0/24
jp,61.47.17.0/24
jp,61.47.21.0/24
jp,61.47.22.0/24
jp,61.47.24.0/24
jp,61.47.27.0/24
jp,61.47.29.0/24
jp,61.47.44.0/23
jp,61.47.46.0/24
jp,61.47.49.0/24
jp,61.47.50.0/23
jp,61.47.53.0/24
jp,61.47.54.0/23
jp,61.47.56.0/24
jp,61.47.64.0/23
jp,61.47.66.0/24
jp,61.47.72.0/21
jp,61.47.98.0/23
jp,61.47.102.0/23
jp,61.47.108.0/22
jp,61.86.0.0/16
jp,61.87.0.0/17
jp,61.87.128.0/18
jp,61.89.0.0/16
jp,61.112.0.0/12
jp,61.192.0.0/12
jp,61.208.0.0/13
jp,61.245.32.0/19
jp,61.245.64.0/19
jp,61.245.104.0/21
jp,61.245.112.0/21
jp,61.245.124.0/22
jp,61.245.192.0/19
jp,64.33.0.0/18
jp,64.56.160.0/19
jp,64.63.64.0/18
jp,65.99.63.0/24
jp,66.11.48.0/20
jp,69.6.64.0/20
jp,74.113.96.0/22
jp,76.77.48.0/20
jp,80.208.192.0/20
jp,81.23.208.0/20
jp,85.131.192.0/18
jp,87.101.96.0/20
jp,90.149.0.0/16
jp,91.243.68.0/24
jp,92.202.0.0/15
jp,101.0.8.0/21
jp,101.0.16.0/20
jp,101.1.64.0/18
jp,101.1.128.0/17
jp,101.2.128.0/19
jp,101.50.4.0/22
jp,101.50.32.0/20
jp,101.50.48.0/21
jp,101.50.60.0/22
jp,101.50.128.0/17
jp,101.53.96.0/22
jp,101.53.104.0/21
jp,101.53.112.0/20
jp,101.55.128.0/18
jp,101.55.192.0/19
jp,101.55.232.0/21
jp,101.55.240.0/20
jp,101.78.4.0/22
jp,101.96.32.0/19
jp,101.97.0.0/19
jp,101.97.128.0/17
jp,101.102.0.0/18
jp,101.102.96.0/22
jp,101.102.128.0/17
jp,101.110.0.0/18
jp,101.110.128.0/17
jp,101.111.0.0/16
jp,101.128.128.0/17
jp,101.140.0.0/14
jp,101.203.0.0/18
jp,101.203.64.0/20
jp,101.203.80.0/22
jp,101.203.86.0/23
jp,101.203.88.0/21
jp,101.203.96.0/19
jp,101.203.192.0/18
jp,103.1.120.0/22
jp,103.1.140.0/22
jp,103.1.244.0/22
jp,103.1.248.0/21
jp,103.2.0.0/18
jp,103.2.64.0/21
jp,103.2.72.0/22
jp,103.2.96.0/21
jp,103.2.124.0/22
jp,103.2.128.0/22
jp,103.2.136.0/22
jp,103.2.160.0/22
jp,103.2.244.0/22
jp,103.2.248.0/21
jp,103.3.0.0/20
jp,103.3.16.0/22
jp,103.3.48.0/21
jp,103.3.180.0/22
jp,103.3.184.0/21
jp,103.4.8.0/21
jp,103.4.32.0/22
jp,103.4.40.0/22
jp,103.4.68.0/22
jp,103.4.200.0/22
jp,103.5.20.0/22
jp,103.5.40.0/22
jp,103.5.64.0/22
jp,103.5.116.0/22
jp,103.5.140.0/22
jp,103.5.160.0/22
jp,103.5.176.0/22
jp,103.5.248.0/22
jp,103.6.16.0/21
jp,103.6.44.0/22
jp,103.6.56.0/21
jp,103.6.68.0/22
jp,103.6.92.0/22
jp,103.6.112.0/22
jp,103.6.240.0/22
jp,103.7.20.0/22
jp,103.7.88.0/21
jp,103.7.116.0/22
jp,103.7.132.0/23
jp,103.7.134.0/24
jp,103.7.152.0/22
jp,103.7.198.0/23
jp,103.7.208.0/22
jp,103.7.236.0/22
jp,103.8.48.0/22
jp,103.8.84.0/22
jp,103.8.88.0/22
jp,103.8.176.0/21
jp,103.8.196.0/22
jp,103.9.28.0/22
jp,103.9.92.0/22
jp,103.9.96.0/22
jp,103.9.120.0/22
jp,103.9.164.0/22
jp,103.9.172.0/22
jp,103.9.180.0/24
jp,103.10.36.0/22
jp,103.10.112.0/22
jp,103.10.164.0/22
jp,103.10.240.0/21
jp,103.11.4.0/22
jp,103.11.120.0/22
jp,103.11.156.0/22
jp,103.11.208.0/22
jp,103.11.221.0/24
jp,103.11.236.0/22
jp,103.12.0.0/24
jp,103.12.16.0/22
jp,103.12.52.0/22
jp,103.12.158.0/24
jp,103.13.16.0/21
jp,103.13.24.0/22
jp,103.13.44.0/22
jp,103.13.60.0/22
jp,103.13.92.0/22
jp,103.13.140.0/22
jp,103.13.152.0/22
jp,103.13.168.0/22
jp,103.13.248.0/21
jp,103.14.12.0/22
jp,103.14.80.0/22
jp,103.14.176.0/22
jp,103.15.0.0/22
jp,103.15.32.0/22
jp,103.15.39.0/24
jp,103.15.68.0/22
jp,103.15.76.0/22
jp,103.15.92.0/23
jp,103.15.108.0/22
jp,103.15.116.0/22
jp,103.15.184.0/21
jp,103.16.8.0/22
jp,103.16.36.0/22
jp,103.16.216.0/22
jp,103.16.236.0/22
jp,103.17.126.0/24
jp,103.17.184.0/21
jp,103.18.24.0/22
jp,103.18.60.0/22
jp,103.18.100.0/22
jp,103.19.0.0/22
jp,103.19.116.0/22
jp,103.19.160.0/22
jp,103.19.240.0/22
jp,103.20.4.0/22
jp,103.20.8.0/22
jp,103.20.72.0/22
jp,103.20.198.0/23
jp,103.21.36.0/22
jp,103.21.104.0/22
jp,103.22.152.0/22
jp,103.22.167.0/24
jp,103.23.4.0/22
jp,103.23.12.0/22
jp,103.23.68.0/23
jp,103.23.72.0/22
jp,103.23.128.0/22
jp,103.23.220.0/22
jp,103.23.248.0/22
jp,103.24.160.0/22
jp,103.24.168.0/22
jp,103.24.194.0/23
jp,103.24.204.0/22
jp,103.25.88.0/22
jp,103.25.100.0/22
jp,103.26.24.0/22
jp,103.26.32.0/22
jp,103.26.152.0/22
jp,103.26.164.0/22
jp,103.27.40.0/22
jp,103.27.80.0/22
jp,103.27.136.0/22
jp,103.27.220.0/22
jp,103.27.244.0/22
jp,103.27.254.0/24
jp,103.28.24.0/21
jp,103.28.73.0/24
jp,103.28.96.0/22
jp,103.28.164.0/22
jp,103.28.168.0/22
jp,103.28.228.0/22
jp,103.28.232.0/21
jp,103.28.248.0/22
jp,103.29.48.0/22
jp,103.29.113.0/24
jp,103.29.176.0/22
jp,103.30.52.0/22
jp,103.30.164.0/22
jp,103.30.240.0/22
jp,103.31.12.0/22
jp,103.31.192.0/22
jp,103.31.216.0/22
jp,103.31.244.0/22
jp,103.31.252.0/22
jp,103.35.60.0/22
jp,103.36.140.0/22
jp,103.36.252.0/23
jp,103.37.10.0/23
jp,103.37.64.0/22
jp,103.37.88.0/23
jp,103.37.92.0/22
jp,103.37.108.0/22
jp,103.37.112.0/21
jp,103.37.132.0/22
jp,103.37.240.0/22
jp,103.38.210.0/23
jp,103.39.113.0/24
jp,103.39.192.0/22
jp,103.40.96.0/22
jp,103.40.104.0/22
jp,103.40.124.0/22
jp,103.40.128.0/22
jp,103.40.216.0/22
jp,103.41.60.0/22
jp,103.41.136.0/22
jp,103.41.240.0/22
jp,103.41.252.0/22
jp,103.42.44.0/22
jp,103.42.80.0/22
jp,103.42.130.0/23
jp,103.42.168.0/22
jp,103.43.72.0/22
jp,103.43.140.0/22
jp,103.44.16.0/23
jp,103.44.84.0/22
jp,103.44.102.0/23
jp,103.44.128.0/22
jp,103.44.208.0/22
jp,103.46.204.0/22
jp,103.47.2.0/24
jp,103.48.31.0/24
jp,103.48.36.0/22
jp,103.48.40.0/23
jp,103.48.120.0/22
jp,103.48.136.0/22
jp,103.48.164.0/22
jp,103.48.248.0/22
jp,103.49.0.0/22
jp,103.49.88.0/22
jp,103.49.140.0/22
jp,103.49.216.0/22
jp,103.50.84.0/22
jp,103.51.4.0/22
jp,103.51.36.0/22
jp,103.51.80.0/22
jp,103.51.180.0/22
jp,103.51.212.0/22
jp,103.52.20.0/22
jp,103.52.128.0/22
jp,103.52.132.0/24
jp,103.52.148.0/22
jp,103.52.232.0/21
jp,103.52.240.0/22
jp,103.53.12.0/22
jp,103.53.96.0/22
jp,103.53.120.0/22
jp,103.54.156.0/22
jp,103.54.184.0/22
jp,103.54.204.0/22
jp,103.54.208.0/22
jp,103.54.228.0/23
jp,103.55.12.0/22
jp,103.55.156.0/23
jp,103.55.192.0/21
jp,103.55.240.0/23
jp,103.56.48.0/22
jp,103.56.96.0/22
jp,103.56.108.0/22
jp,103.56.132.0/22
jp,103.56.212.0/22
jp,103.57.4.0/22
jp,103.57.28.0/22
jp,103.57.44.0/22
jp,103.57.48.0/22
jp,103.57.100.0/22
jp,103.57.144.0/22
jp,103.58.68.0/22
jp,103.59.89.0/24
jp,103.59.136.0/22
jp,103.60.36.0/22
jp,103.60.224.0/22
jp,103.61.151.0/24
jp,103.61.244.0/22
jp,103.62.244.0/22
jp,103.64.132.0/22
jp,103.65.44.0/22
jp,103.65.130.0/23
jp,103.65.208.0/22
jp,103.66.171.0/24
jp,103.67.28.0/22
jp,103.67.220.0/22
jp,103.68.12.0/22
jp,103.68.144.0/22
jp,103.68.184.0/22
jp,103.70.240.0/22
jp,103.71.36.0/22
jp,103.71.114.0/23
jp,103.71.156.0/22
jp,103.72.104.0/23
jp,103.74.160.0/22
jp,103.75.212.0/22
jp,103.75.252.0/22
jp,103.76.84.0/22
jp,103.78.118.0/23
jp,103.78.156.0/23
jp,103.79.12.0/22
jp,103.79.176.0/23
jp,103.80.4.0/22
jp,103.80.104.0/22
jp,103.80.204.0/22
jp,103.81.72.0/22
jp,103.81.144.0/22
jp,103.81.176.0/22
jp,103.82.88.0/22
jp,103.82.112.0/22
jp,103.83.24.0/22
jp,103.84.124.0/22
jp,103.84.167.0/24
jp,103.87.144.0/22
jp,103.87.176.0/22
jp,103.88.44.0/22
jp,103.90.16.0/22
jp,103.90.28.0/22
jp,103.90.164.0/22
jp,103.91.4.0/22
jp,103.91.184.0/24
jp,103.92.228.0/22
jp,103.93.60.0/22
jp,103.94.228.0/22
jp,103.95.28.0/22
jp,103.95.104.0/22
jp,103.95.163.0/24
jp,103.95.180.0/22
jp,103.95.184.0/22
jp,103.95.206.0/24
jp,103.96.0.0/22
jp,103.96.64.0/22
jp,103.96.112.0/22
jp,103.96.229.0/24
jp,103.96.252.0/22
jp,103.97.208.0/23
jp,103.97.232.0/21
jp,103.99.80.0/22
jp,103.99.124.0/22
jp,103.99.168.0/22
jp,103.100.72.0/22
jp,103.100.156.0/22
jp,103.100.189.0/24
jp,103.100.190.0/23
jp,103.101.72.0/22
jp,103.101.220.0/22
jp,103.102.3.0/24
jp,103.103.164.0/22
jp,103.104.88.0/22
jp,103.106.48.0/22
jp,103.106.124.0/22
jp,103.108.46.0/23
jp,103.108.64.0/23
jp,103.108.232.0/21
jp,103.109.240.0/22
jp,103.110.24.0/22
jp,103.112.180.0/22
jp,103.113.56.0/22
jp,103.113.246.0/24
jp,103.114.180.0/22
jp,103.114.184.0/22
jp,103.114.232.0/22
jp,103.115.3.0/24
jp,103.115.84.0/22
jp,103.115.216.0/22
jp,103.116.4.0/22
jp,103.116.152.0/22
jp,103.117.21.0/24
jp,103.118.92.0/22
jp,103.118.123.0/24
jp,103.118.154.0/23
jp,103.119.88.0/22
jp,103.119.127.0/24
jp,103.120.16.0/22
jp,103.120.84.0/22
jp,103.120.180.0/22
jp,103.120.184.0/22
jp,103.121.44.0/22
jp,103.123.180.0/22
jp,103.124.0.0/22
jp,103.124.16.0/22
jp,103.124.200.0/22
jp,103.125.124.0/22
jp,103.126.176.0/22
jp,103.129.28.0/22
jp,103.130.232.0/22
jp,103.131.120.0/22
jp,103.131.132.0/23
jp,103.131.150.0/23
jp,103.131.194.0/23
jp,103.134.34.0/23
jp,103.134.234.0/23
jp,103.135.240.0/22
jp,103.135.244.0/24
jp,103.136.138.0/23
jp,103.136.152.0/22
jp,103.136.196.0/22
jp,103.137.106.0/23
jp,103.137.212.0/22
jp,103.137.232.0/22
jp,103.137.240.0/22
jp,103.138.100.0/22
jp,103.138.238.0/24
jp,103.139.86.0/23
jp,103.139.106.0/24
jp,103.139.110.0/23
jp,103.139.238.0/23
jp,103.139.250.0/23
jp,103.140.44.0/23
jp,103.140.48.0/23
jp,103.140.112.0/23
jp,103.140.118.0/23
jp,103.140.136.0/23
jp,103.140.200.0/23
jp,103.140.240.0/23
jp,103.141.34.0/23
jp,103.141.48.0/23
jp,103.141.94.0/23
jp,103.141.96.0/23
jp,103.141.146.0/23
jp,103.141.182.0/23
jp,103.142.6.0/23
jp,103.142.12.0/23
jp,103.142.124.0/23
jp,103.142.127.0/24
jp,103.142.132.0/23
jp,103.143.122.0/23
jp,103.143.136.0/23
jp,103.144.122.0/23
jp,103.144.142.0/24
jp,103.144.202.0/23
jp,103.144.248.0/23
jp,103.146.64.0/23
jp,103.146.114.0/23
jp,103.146.208.0/23
jp,103.147.244.0/24
jp,103.148.30.0/23
jp,103.149.4.0/23
jp,103.149.30.0/23
jp,103.150.2.0/24
jp,103.150.224.0/23
jp,103.151.85.0/24
jp,103.151.154.0/24
jp,103.152.66.0/23
jp,103.152.130.0/23
jp,103.152.138.0/23
jp,103.152.178.0/24
jp,103.152.230.0/23
jp,103.153.26.0/23
jp,103.153.204.0/22
jp,103.154.6.0/23
jp,103.154.42.0/24
jp,103.155.45.0/24
jp,103.157.142.0/23
jp,103.157.156.0/23
jp,103.157.242.0/23
jp,103.159.140.0/23
jp,103.160.48.0/24
jp,103.161.88.0/23
jp,103.162.255.0/24
jp,103.163.0.0/23
jp,103.163.152.0/23
jp,103.163.250.0/23
jp,103.164.72.0/22
jp,103.164.96.0/24
jp,103.164.166.0/23
jp,103.164.168.0/23
jp,103.164.236.0/23
jp,103.165.188.0/23
jp,103.165.192.0/23
jp,103.166.237.0/24
jp,103.167.42.0/23
jp,103.167.44.0/23
jp,103.167.46.0/24
jp,103.167.206.0/23
jp,103.168.88.0/23
jp,103.168.209.0/24
jp,103.169.144.0/23
jp,103.169.184.0/23
jp,103.169.228.0/23
jp,103.170.124.0/23
jp,103.171.16.0/23
jp,103.171.252.0/23
jp,103.172.162.0/23
jp,103.173.8.0/24
jp,103.173.104.0/23
jp,103.173.180.0/23
jp,103.173.212.0/23
jp,103.173.236.0/23
jp,103.174.60.0/23
jp,103.174.142.0/23
jp,103.174.196.0/23
jp,103.175.36.0/24
jp,103.175.86.0/24
jp,103.175.110.0/23
jp,103.177.65.0/24
jp,103.177.117.0/24
jp,103.179.158.0/23
jp,103.179.160.0/23
jp,103.180.128.0/22
jp,103.183.76.0/23
jp,103.184.10.0/24
jp,103.187.126.0/23
jp,103.187.128.0/23
jp,103.189.185.0/24
jp,103.189.188.0/23
jp,103.190.111.0/24
jp,103.192.68.0/22
jp,103.192.120.0/22
jp,103.192.228.0/22
jp,103.193.12.0/22
jp,103.193.128.0/22
jp,103.194.72.0/22
jp,103.194.164.0/22
jp,103.197.12.0/22
